origin_date,target_date,horizon,model,actual,predicted,error,abs_error,pct_error
2026-08-29,2026-09-04,6,moving_average,26.0,15.428571428571429,10.571428571428571,10.571428571428571,40.65934065934066
2026-08-29,2026-09-04,6,seasonal_naive,26.0,39.0,-13.0,13.0,50.0
2026-08-29,2026-09-05,7,constant,49.0,14.153846153846153,34.84615384615385,34.84615384615385,71.11459968602826
2026-08-29,2026-09-05,7,moving_average,49.0,15.428571428571429,33.57142857142857,33.57142857142857,68.51311953352769
2026-08-29,2026-09-05,7,seasonal_naive,49.0,39.0,10.0,10.0,20.408163265306122
2026-08-30,2026-08-31,1,constant,19.0,14.333333333333334,4.666666666666666,4.666666666666666,24.561403508771924
2026-08-30,2026-08-31,1,moving_average,19.0,12.571428571428571,6.428571428571429,6.428571428571429,33.83458646616542
2026-08-30,2026-08-31,1,seasonal_naive,19.0,19.0,0.0,0.0,0.0
2026-08-30,2026-09-01,2,constant,19.0,14.333333333333334,4.666666666666666,4.666666666666666,24.561403508771924
2026-08-30,2026-09-01,2,moving_average,19.0,12.571428571428571,6.428571428571429,6.428571428571429,33.83458646616542
2026-08-30,2026-09-01,2,seasonal_naive,19.0,19.0,0.0,0.0,0.0
2026-08-30,2026-09-02,3,constant,23.0,14.333333333333334,8.666666666666666,8.666666666666666,37.68115942028985
2026-08-30,2026-09-02,3,moving_average,23.0,12.571428571428571,10.428571428571429,10.428571428571429,45.3416149068323
2026-08-30,2026-09-02,3,seasonal_naive,23.0,19.0,4.0,4.0,17.391304347826086
2026-08-30,2026-09-03,4,constant,20.0,14.333333333333334,5.666666666666666,5.666666666666666,28.333333333333332
2026-08-30,2026-09-03,4,moving_average,20.0,12.571428571428571,7.428571428571429,7.428571428571429,37.142857142857146
2026-08-30,2026-09-03,4,seasonal_naive,20.0,19.0,1.0,1.0,5.0
2026-08-30,2026-09-04,5,constant,26.0,14.333333333333334,11.666666666666666,11.666666666666666,44.87179487179487
2026-08-30,2026-09-04,5,moving_average,26.0,12.571428571428571,13.428571428571429,13.428571428571429,51.64835164835166
2026-08-30,2026-09-04,5,seasonal_naive,26.0,19.0,7.0,7.0,26.923076923076923
2026-08-30,2026-09-05,6,constant,49.0,14.333333333333334,34.666666666666664,34.666666666666664,70.74829931972788
2026-08-30,2026-09-05,6,moving_average,49.0,12.571428571428571,36.42857142857143,36.42857142857143,74.34402332361516
2026-08-30,2026-09-05,6,seasonal_naive,49.0,19.0,30.0,30.0,61.224489795918366
2026-08-30,2026-09-06,7,constant,45.0,14.333333333333334,30.666666666666664,30.666666666666664,68.14814814814815
2026-08-30,2026-09-06,7,moving_average,45.0,12.571428571428571,32.42857142857143,32.42857142857143,72.06349206349206
2026-08-30,2026-09-06,7,seasonal_naive,45.0,19.0,26.0,26.0,57.77777777777777
2026-08-31,2026-09-01,1,constant,19.0,14.5,4.5,4.5,23.684210526315788
2026-08-31,2026-09-01,1,moving_average,19.0,12.571428571428571,6.428571428571429,6.428571428571429,33.83458646616542
2026-08-31,2026-09-01,1,seasonal_naive,19.0,15.0,4.0,4.0,21.052631578947366
2026-08-31,2026-09-02,2,constant,23.0,14.5,8.5,8.5,36.95652173913043
2026-08-31,2026-09-02,2,moving_average,23.0,12.571428571428571,10.428571428571429,10.428571428571429,45.3416149068323
2026-08-31,2026-09-02,2,seasonal_naive,23.0,15.0,8.0,8.0,34.78260869565217
2026-08-31,2026-09-03,3,constant,20.0,14.5,5.5,5.5,27.500000000000004
2026-08-31,2026-09-03,3,moving_average,20.0,12.571428571428571,7.428571428571429,7.428571428571429,37.142857142857146
2026-08-31,2026-09-03,3,seasonal_naive,20.0,15.0,5.0,5.0,25.0
2026-08-31,2026-09-04,4,constant,26.0,14.5,11.5,11.5,44.230769230769226
2026-08-31,2026-09-04,4,moving_average,26.0,12.571428571428571,13.428571428571429,13.428571428571429,51.64835164835166
2026-08-31,2026-09-04,4,seasonal_naive,26.0,15.0,11.0,11.0,42.30769230769231
2026-08-31,2026-09-05,5,constant,49.0,14.5,34.5,34.5,70.40816326530613
2026-08-31,2026-09-05,5,moving_average,49.0,12.571428571428571,36.42857142857143,36.42857142857143,74.34402332361516
2026-08-31,2026-09-05,5,seasonal_naive,49.0,15.0,34.0,34.0,69.38775510204081
2026-08-31,2026-09-06,6,constant,45.0,14.5,30.5,30.5,67.77777777777779
2026-08-31,2026-09-06,6,moving_average,45.0,12.571428571428571,32.42857142857143,32.42857142857143,72.06349206349206
2026-08-31,2026-09-06,6,seasonal_naive,45.0,15.0,30.0,30.0,66.66666666666666
2026-08-31,2026-09-07,7,constant,17.0,14.5,2.5,2.5,14.705882352941178
2026-08-31,2026-09-07,7,moving_average,17.0,12.571428571428571,4.428571428571429,4.428571428571429,26.05042016806723
2026-08-31,2026-09-07,7,seasonal_naive,17.0,15.0,2.0,2.0,11.76470588235294
2026-09-01,2026-09-02,1,constant,23.0,14.655172413793103,8.344827586206897,8.344827586206897,36.28185907046477
2026-09-01,2026-09-02,1,moving_average,23.0,13.142857142857142,9.857142857142858,9.857142857142858,42.85714285714286
2026-09-01,2026-09-02,1,seasonal_naive,23.0,9.0,14.0,14.0,60.86956521739131
2026-09-01,2026-09-03,2,constant,20.0,14.655172413793103,5.344827586206897,5.344827586206897,26.724137931034488
2026-09-01,2026-09-03,2,moving_average,20.0,13.142857142857142,6.857142857142858,6.857142857142858,34.285714285714285
2026-09-01,2026-09-03,2,seasonal_naive,20.0,9.0,11.0,11.0,55.00000000000001
2026-09-01,2026-09-04,3,constant,26.0,14.655172413793103,11.344827586206897,11.344827586206897,43.63395225464191
2026-09-01,2026-09-04,3,moving_average,26.0,13.142857142857142,12.857142857142858,12.857142857142858,49.45054945054945
2026-09-01,2026-09-04,3,seasonal_naive,26.0,9.0,17.0,17.0,65.38461538461539
2026-09-01,2026-09-05,4,constant,49.0,14.655172413793103,34.3448275862069,34.3448275862069,70.09148486980999
2026-09-01,2026-09-05,4,moving_average,49.0,13.142857142857142,35.85714285714286,35.85714285714286,73.17784256559767
2026-09-01,2026-09-05,4,seasonal_naive,49.0,9.0,40.0,40.0,81.63265306122449
2026-09-01,2026-09-06,5,constant,45.0,14.655172413793103,30.344827586206897,30.344827586206897,67.43295019157088
2026-09-01,2026-09-06,5,moving_average,45.0,13.142857142857142,31.857142857142858,31.857142857142858,70.7936507936508
2026-09-01,2026-09-06,5,seasonal_naive,45.0,9.0,36.0,36.0,80.0
2026-09-01,2026-09-07,6,constant,17.0,14.655172413793103,2.344827586206897,2.344827586206897,13.793103448275865
2026-09-01,2026-09-07,6,moving_average,17.0,13.142857142857142,3.8571428571428577,3.8571428571428577,22.689075630252102
2026-09-01,2026-09-07,6,seasonal_naive,17.0,9.0,8.0,8.0,47.05882352941176
2026-09-01,2026-09-08,7,constant,6.0,14.655172413793103,-8.655172413793103,8.655172413793103,144.25287356321837
2026-09-01,2026-09-08,7,moving_average,6.0,13.142857142857142,-7.142857142857142,7.142857142857142,119.04761904761905
2026-09-01,2026-09-08,7,seasonal_naive,6.0,9.0,-3.0,3.0,50.0
2026-09-02,2026-09-03,1,constant,20.0,14.933333333333334,5.066666666666666,5.066666666666666,25.33333333333333
2026-09-02,2026-09-03,1,moving_average,20.0,15.142857142857142,4.857142857142858,4.857142857142858,24.28571428571429
2026-09-02,2026-09-03,1,seasonal_naive,20.0,10.0,10.0,10.0,50.0
2026-09-02,2026-09-04,2,constant,26.0,14.933333333333334,11.066666666666666,11.066666666666666,42.56410256410256
2026-09-02,2026-09-04,2,moving_average,26.0,15.142857142857142,10.857142857142858,10.857142857142858,41.75824175824176
2026-09-02,2026-09-04,2,seasonal_naive,26.0,10.0,16.0,16.0,61.53846153846154
2026-09-02,2026-09-05,3,constant,49.0,14.933333333333334,34.06666666666666,34.06666666666666,69.52380952380952
2026-09-02,2026-09-05,3,moving_average,49.0,15.142857142857142,33.85714285714286,33.85714285714286,69.09620991253645
2026-09-02,2026-09-05,3,seasonal_naive,49.0,10.0,39.0,39.0,79.59183673469387
2026-09-02,2026-09-06,4,constant,45.0,14.933333333333334,30.066666666666666,30.066666666666666,66.81481481481481
2026-09-02,2026-09-06,4,moving_average,45.0,15.142857142857142,29.857142857142858,29.857142857142858,66.34920634920634
2026-09-02,2026-09-06,4,seasonal_naive,45.0,10.0,35.0,35.0,77.77777777777779
2026-09-02,2026-09-07,5,constant,17.0,14.933333333333334,2.0666666666666664,2.0666666666666664,12.156862745098037
2026-09-02,2026-09-07,5,moving_average,17.0,15.142857142857142,1.8571428571428577,1.8571428571428577,10.924369747899162
2026-09-02,2026-09-07,5,seasonal_naive,17.0,10.0,7.0,7.0,41.17647058823529
2026-09-02,2026-09-08,6,constant,6.0,14.933333333333334,-8.933333333333334,8.933333333333334,148.88888888888889
2026-09-02,2026-09-08,6,moving_average,6.0,15.142857142857142,-9.142857142857142,9.142857142857142,152.38095238095238
2026-09-02,2026-09-08,6,seasonal_naive,6.0,10.0,-4.0,4.0,66.66666666666666
2026-09-02,2026-09-09,7,constant,16.0,14.933333333333334,1.0666666666666664,1.0666666666666664,6.666666666666665
2026-09-02,2026-09-09,7,moving_average,16.0,15.142857142857142,0.8571428571428577,0.8571428571428577,5.35714285714286
2026-09-02,2026-09-09,7,seasonal_naive,16.0,10.0,6.0,6.0,37.5
